2134 1712906407.013526 1712906407.032503
2159 1712906407.038527 1712906407.057486
2184 1712906407.063528 1712906407.082472
2209 1712906407.088529 1712906407.107541
2234 1712906407.113530 1712906407.132655
2259 1712906407.138531 1712906407.157482
2284 1712906407.163532 1712906407.182497
2309 1712906407.188533 1712906407.207548
2334 1712906407.213534 1712906407.232483
2359 1712906407.238535 1712906407.257516
2384 1712906407.263536 1712906407.282486
2409 1712906407.288537 1712906407.307511
2434 1712906407.313538 1712906407.332487
2459 1712906407.338539 1712906407.357513
2484 1712906407.363540 1712906407.382490
2509 1712906407.388541 1712906407.407527
2534 1712906407.413542 1712906407.432511
2559 1712906407.438543 1712906407.457507
2584 1712906407.463544 1712906407.482521
2609 1712906407.488545 1712906407.507519
2634 1712906407.513546 1712906407.532491
2659 1712906407.538547 1712906407.557500
2684 1712906407.563548 1712906407.582521
2709 1712906407.588549 1712906407.607501
2734 1712906407.613550 1712906407.632519
2759 1712906407.638551 1712906407.657506
2784 1712906407.663552 1712906407.682512
2809 1712906407.688553 1712906407.707516
2834 1712906407.713554 1712906407.732527
2859 1712906407.738555 1712906407.757498
2884 1712906407.763556 1712906407.782498
2909 1712906407.788557 1712906407.807539
2934 1712906407.813558 1712906407.832510
2959 1712906407.838559 1712906407.857532
2984 1712906407.863560 1712906407.882547
3009 1712906407.888561 1712906407.907508
3034 1712906407.913562 1712906407.932531
3059 1712906407.938563 1712906407.957583
3084 1712906407.963564 1712906407.982523
3109 1712906407.988565 1712906408.007632
3134 1712906408.013566 1712906408.032520
3159 1712906408.038567 1712906408.057525
3184 1712906408.063568 1712906408.082517
3209 1712906408.088569 1712906408.107536
3234 1712906408.113570 1712906408.132523
3259 1712906408.138571 1712906408.157531
3284 1712906408.163572 1712906408.182532
3309 1712906408.188573 1712906408.207512
3334 1712906408.213574 1712906408.232521
3359 1712906408.238575 1712906408.257512
3384 1712906408.263576 1712906408.282536
3409 1712906408.288577 1712906408.307568
3434 1712906408.313578 1712906408.332515
3459 1712906408.338579 1712906408.357523
3484 1712906408.363580 1712906408.382542
3509 1712906408.388581 1712906408.407551
3534 1712906408.413582 1712906408.432534
3559 1712906408.438583 1712906408.457537
3584 1712906408.463584 1712906408.482517
3609 1712906408.488585 1712906408.507580
3634 1712906408.513586 1712906408.532525
3659 1712906408.538587 1712906408.557537
3684 1712906408.563588 1712906408.582560
3709 1712906408.588589 1712906408.607542
3734 1712906408.613590 1712906408.632550
3759 1712906408.638591 1712906408.657561
3784 1712906408.663592 1712906408.682535
3809 1712906408.688593 1712906408.707541
3834 1712906408.713594 1712906408.732561
3859 1712906408.738595 1712906408.757571
3884 1712906408.763596 1712906408.782579
3909 1712906408.788597 1712906408.807569
3934 1712906408.813598 1712906408.832531
3959 1712906408.838599 1712906408.857561
3984 1712906408.863600 1712906408.882526
4009 1712906408.888601 1712906408.907546
4034 1712906408.913602 1712906408.932543
4059 1712906408.938603 1712906408.957555
4084 1712906408.963604 1712906408.982577
4109 1712906408.988605 1712906409.007569
4134 1712906409.013606 1712906409.032545
4159 1712906409.038607 1712906409.057592
4184 1712906409.063608 1712906409.082554
4209 1712906409.088609 1712906409.107567
4234 1712906409.113610 1712906409.132576
4259 1712906409.138611 1712906409.157587
4284 1712906409.163612 1712906409.182562
4309 1712906409.188613 1712906409.207558
4334 1712906409.213614 1712906409.232560
4359 1712906409.238615 1712906409.257659
4384 1712906409.263616 1712906409.282562
4409 1712906409.288617 1712906409.307570
4434 1712906409.313618 1712906409.332601
4459 1712906409.338619 1712906409.357592
4484 1712906409.363620 1712906409.382572
4509 1712906409.388621 1712906409.407579
4534 1712906409.413622 1712906409.432552
4559 1712906409.438623 1712906409.457602
4584 1712906409.463624 1712906409.482569
4609 1712906409.488625 1712906409.507585
4634 1712906409.513626 1712906409.532583
4659 1712906409.538627 1712906409.557583
4684 1712906409.563628 1712906409.582569
4709 1712906409.588629 1712906409.607556
4734 1712906409.613630 1712906409.632564
4759 1712906409.638631 1712906409.657565
4784 1712906409.663632 1712906409.682554
4809 1712906409.688633 1712906409.707603
4834 1712906409.713634 1712906409.732580
4859 1712906409.738635 1712906409.757567
4884 1712906409.763636 1712906409.782551
4909 1712906409.788637 1712906409.807571
4934 1712906409.813638 1712906409.832549
4959 1712906409.838639 1712906409.857563
4984 1712906409.863640 1712906409.882567
5009 1712906409.888641 1712906409.907586
5034 1712906409.913642 1712906409.932551
5059 1712906409.938643 1712906409.957591
5084 1712906409.963644 1712906409.982595
5109 1712906409.988645 1712906410.007584
5134 1712906410.013646 1712906410.032556
5159 1712906410.038647 1712906410.057567
5184 1712906410.063648 1712906410.082572
5209 1712906410.088649 1712906410.107581
5234 1712906410.113650 1712906410.132560
5259 1712906410.138651 1712906410.157620
5284 1712906410.163652 1712906410.182582
5309 1712906410.188653 1712906410.207588
5334 1712906410.213654 1712906410.232579
5359 1712906410.238655 1712906410.257632
5384 1712906410.263656 1712906410.282561
5409 1712906410.288657 1712906410.307618
5434 1712906410.313658 1712906410.332563
5459 1712906410.338659 1712906410.357592
5484 1712906410.363660 1712906410.382579
5509 1712906410.388661 1712906410.407602
5534 1712906410.413662 1712906410.432570
5559 1712906410.438663 1712906410.457612
5584 1712906410.463664 1712906410.482585
5609 1712906410.488665 1712906410.507586
5634 1712906410.513666 1712906410.532600
5659 1712906410.538667 1712906410.557605
5684 1712906410.563668 1712906410.582615
5709 1712906410.588669 1712906410.607636
5734 1712906410.613670 1712906410.632592
5759 1712906410.638671 1712906410.657591
5784 1712906410.663672 1712906410.682589
5809 1712906410.688673 1712906410.707632
5834 1712906410.713674 1712906410.732597
5859 1712906410.738675 1712906410.757601
5884 1712906410.763676 1712906410.782583
5909 1712906410.788677 1712906410.807598
5934 1712906410.813678 1712906410.832609
5959 1712906410.838679 1712906410.857609
5984 1712906410.863680 1712906410.882644
6009 1712906410.888681 1712906410.907610
6034 1712906410.913682 1712906410.932621
6059 1712906410.938683 1712906410.957599
6084 1712906410.963684 1712906410.982597
6109 1712906410.988685 1712906411.007628
6134 1712906411.013686 1712906411.032626
6159 1712906411.038687 1712906411.057593
6184 1712906411.063688 1712906411.082602
6209 1712906411.088689 1712906411.107606
6234 1712906411.113690 1712906411.132614
6259 1712906411.138691 1712906411.157618
6284 1712906411.163692 1712906411.182586
6309 1712906411.188693 1712906411.207592
6334 1712906411.213694 1712906411.232591
6359 1712906411.238695 1712906411.257593
6384 1712906411.263696 1712906411.282604
6409 1712906411.288697 1712906411.307624
6434 1712906411.313698 1712906411.332621
6459 1712906411.338699 1712906411.357627
6484 1712906411.363700 1712906411.382617
6509 1712906411.388701 1712906411.407625
6534 1712906411.413702 1712906411.432638
6559 1712906411.438703 1712906411.457632
6584 1712906411.463704 1712906411.482616
6609 1712906411.488705 1712906411.507631
6634 1712906411.513706 1712906411.532612
6659 1712906411.538707 1712906411.557616
6684 1712906411.563708 1712906411.582620
6709 1712906411.588709 1712906411.607646
6734 1712906411.613710 1712906411.632640
6759 1712906411.638711 1712906411.657639
6784 1712906411.663712 1712906411.682619
6809 1712906411.688713 1712906411.707683
6834 1712906411.713714 1712906411.732651
6859 1712906411.738715 1712906411.757647
6884 1712906411.763716 1712906411.782627
6909 1712906411.788717 1712906411.807640
6934 1712906411.813718 1712906411.832636
6959 1712906411.838719 1712906411.857623
6984 1712906411.863720 1712906411.882635
7009 1712906411.888721 1712906411.907648
7034 1712906411.913722 1712906411.932659
7059 1712906411.938723 1712906411.957650
7084 1712906411.963724 1712906411.982632
7109 1712906411.988725 1712906412.007646
7134 1712906412.013726 1712906412.032655
7159 1712906412.038727 1712906412.057657
7184 1712906412.063728 1712906412.082646
7209 1712906412.088729 1712906412.107728
7234 1712906412.113730 1712906412.132668
7259 1712906412.138731 1712906412.157654
7284 1712906412.163732 1712906412.182667
7309 1712906412.188733 1712906412.207708
7334 1712906412.213734 1712906412.232704
7359 1712906412.238735 1712906412.257675
7384 1712906412.263736 1712906412.282647
7409 1712906412.288737 1712906412.307681
7434 1712906412.313738 1712906412.332655
7459 1712906412.338739 1712906412.357678
7484 1712906412.363740 1712906412.382640
7509 1712906412.388741 1712906412.407672
7534 1712906412.413742 1712906412.432678
7559 1712906412.438743 1712906412.457698
7584 1712906412.463744 1712906412.482659
7609 1712906412.488745 1712906412.507687
7634 1712906412.513746 1712906412.532678
7659 1712906412.538747 1712906412.557729
7684 1712906412.563748 1712906412.582672
7709 1712906412.588749 1712906412.607699
7734 1712906412.613750 1712906412.632684
7759 1712906412.638751 1712906412.657660
7784 1712906412.663752 1712906412.682673
7809 1712906412.688753 1712906412.707691
7834 1712906412.713754 1712906412.732672
7859 1712906412.738755 1712906412.757708
7884 1712906412.763756 1712906412.782663
7909 1712906412.788757 1712906412.807688
